ts,voltage,temp
2025-02-05 09:17:21,1.3672,25.31
2025-02-05 09:17:22,1.3623,25.81
2025-02-05 09:17:23,1.3428,24.56
2025-02-05 09:17:24,1.3477,25.56
2025-02-05 09:17:25,1.3232,25.31
2025-02-05 09:17:26,1.3184,25.56
2025-02-05 09:17:27,1.333,25.81
2025-02-05 09:17:28,1.2988,25.56
2025-02-05 09:17:29,1.3086,25.56
2025-02-05 09:17:30,1.2793,24.81
2025-02-05 09:17:31,1.2549,25.81
2025-02-05 09:17:32,1.2598,25.56
2025-02-05 09:17:33,1.2402,25.81
2025-02-05 09:17:34,1.2549,26.06
2025-02-05 09:17:35,1.2988,26.06
2025-02-05 09:17:36,1.2988,26.06
2025-02-05 09:17:37,1.2695,26.31
2025-02-05 09:17:38,1.2549,25.81
2025-02-05 09:17:39,1.2451,26.31
2025-02-05 09:17:40,1.2354,25.81
2025-02-05 09:17:41,1.2451,26.31
2025-02-05 09:17:42,1.2598,26.31
2025-02-05 09:17:43,1.25,26.31
2025-02-05 09:17:44,1.2598,26.56
2025-02-05 09:17:45,1.2549,26.31
2025-02-05 09:17:46,1.2695,26.56
2025-02-05 09:17:47,1.2695,26.56
2025-02-05 09:17:48,1.2695,26.56
2025-02-05 09:17:49,1.2695,26.56
2025-02-05 09:17:50,1.2842,27.56
2025-02-05 09:17:51,1.3037,26.81
2025-02-05 09:17:52,1.2939,26.06
2025-02-05 09:17:53,1.3184,26.81
2025-02-05 09:17:54,1.3477,26.81
2025-02-05 09:17:55,1.3721,26.81
2025-02-05 09:17:56,1.3525,26.56
2025-02-05 09:17:57,1.333,26.81
2025-02-05 09:17:58,1.3232,26.56
2025-02-05 09:17:59,1.3037,26.56
2025-02-05 09:18:00,1.3184,27.06
2025-02-05 09:18:01,1.3672,26.81
2025-02-05 09:18:02,1.3916,26.81
2025-02-05 09:18:03,1.4014,26.56
2025-02-05 09:18:04,1.4355,26.81
2025-02-05 09:18:05,1.4746,26.31
2025-02-05 09:18:06,1.4551,24.06
2025-02-05 09:18:07,1.3867,25.81
2025-02-05 09:18:08,1.3721,26.06
2025-02-05 09:18:09,1.3916,26.31
2025-02-05 09:18:10,1.3525,26.06
2025-02-05 09:18:11,1.3135,25.81
2025-02-05 09:18:12,1.3379,25.81
2025-02-05 09:18:13,1.4111,26.06
2025-02-05 09:18:14,1.3965,25.56
2025-02-05 09:18:15,1.3965,26.06
2025-02-05 09:18:16,1.46,26.06
2025-02-05 09:18:17,1.499,25.81
2025-02-05 09:18:18,1.4453,25.56
2025-02-05 09:18:19,1.5039,25.56
2025-02-05 09:18:20,1.4893,25.56
2025-02-05 09:18:21,1.4844,25.31
2025-02-05 09:18:22,1.4844,25.56
2025-02-05 09:18:23,1.4795,25.56
2025-02-05 09:18:24,1.4453,25.06
2025-02-05 09:18:25,1.4307,25.31
2025-02-05 09:18:26,1.3965,25.06
2025-02-05 09:18:27,1.3525,25.06
2025-02-05 09:18:28,1.3672,25.31
2025-02-05 09:18:29,1.3623,25.06
2025-02-05 09:18:30,1.333,25.31
2025-02-05 09:18:31,1.3379,25.81
2025-02-05 09:18:32,1.333,25.06
2025-02-05 09:18:33,1.3867,25.31
2025-02-05 09:18:34,1.3525,25.06
2025-02-05 09:18:35,1.377,25.31
2025-02-05 09:18:36,1.3525,25.81
2025-02-05 09:18:37,1.3525,25.56
2025-02-05 09:18:38,1.2988,25.06
2025-02-05 09:18:39,1.2744,25.31
2025-02-05 09:18:40,1.2793,25.31
2025-02-05 09:18:41,1.2744,25.31
2025-02-05 09:18:42,1.2744,25.06
2025-02-05 09:18:43,1.333,25.56
2025-02-05 09:18:44,1.4062,25.56
2025-02-05 09:18:45,1.4014,25.56
2025-02-05 09:18:46,1.3818,25.56
2025-02-05 09:18:47,1.3574,25.31
2025-02-05 09:18:48,1.3574,25.81
2025-02-05 09:18:49,1.3672,25.81
2025-02-05 09:18:50,1.3525,25.81
2025-02-05 09:18:51,1.3574,25.81
2025-02-05 09:18:52,1.3428,25.56
2025-02-05 09:18:53,1.3086,25.56
2025-02-05 09:18:54,1.3477,25.31
2025-02-05 09:18:55,1.3525,25.31
2025-02-05 09:18:56,1.3477,25.56
2025-02-05 09:18:57,1.333,25.31
2025-02-05 09:18:58,1.3672,25.31
2025-02-05 09:18:59,1.377,25.31
2025-02-05 09:19:00,1.3379,25.56
2025-02-05 09:19:01,1.3281,25.81
2025-02-05 09:19:02,1.3477,25.06
2025-02-05 09:19:03,1.3916,27.06
2025-02-05 09:19:04,1.4258,25.81
2025-02-05 09:19:05,1.3916,25.56
2025-02-05 09:19:06,1.333,26.06
2025-02-05 09:19:07,1.2939,25.81
2025-02-05 09:19:08,1.2793,25.56
2025-02-05 09:19:09,1.3232,25.56
2025-02-05 09:19:10,1.3135,25.56
2025-02-05 09:19:11,1.3086,25.81
2025-02-05 09:19:12,1.2842,25.56
2025-02-05 09:19:13,1.3135,25.81
2025-02-05 09:19:14,1.2939,26.31
2025-02-05 09:19:15,1.2598,26.06
2025-02-05 09:19:16,1.2988,26.06
2025-02-05 09:19:17,1.2939,26.06
2025-02-05 09:19:18,1.3281,26.06
2025-02-05 09:19:19,1.3477,26.06
2025-02-05 09:19:20,1.333,26.06
2025-02-05 09:19:21,1.3477,26.06
2025-02-05 09:19:22,1.333,25.31
2025-02-05 09:19:23,1.3281,26.06
2025-02-05 09:19:24,1.3721,26.31
2025-02-05 09:19:25,1.3721,26.06
2025-02-05 09:19:26,1.3818,26.56
2025-02-05 09:19:27,1.3086,26.31
2025-02-05 09:19:28,1.3916,26.31
2025-02-05 09:19:29,1.3232,26.31
2025-02-05 09:19:30,1.3916,25.31
2025-02-05 09:19:31,1.3818,27.06
2025-02-05 09:19:32,1.3818,26.31
2025-02-05 09:19:33,1.3672,26.31
2025-02-05 09:19:34,1.377,26.31
2025-02-05 09:19:35,1.4062,25.81
2025-02-05 09:19:36,1.3623,26.06
2025-02-05 09:19:37,1.3086,26.06
2025-02-05 09:19:38,1.3232,26.06
2025-02-05 09:19:39,1.3525,25.81
2025-02-05 09:19:40,1.3477,25.81
2025-02-05 09:19:41,1.3623,25.81
2025-02-05 09:19:42,1.3623,25.31
2025-02-05 09:19:43,1.3672,25.56
2025-02-05 09:19:44,1.3818,24.31
2025-02-05 09:19:45,1.416,25.81
2025-02-05 09:19:46,1.4551,26.81
2025-02-05 09:19:47,1.4648,25.56
2025-02-05 09:19:48,1.3818,25.56
2025-02-05 09:19:49,1.3232,25.31
2025-02-05 09:19:50,1.2695,25.31
2025-02-05 09:19:51,1.3086,25.56
2025-02-05 09:19:52,1.3965,25.31
2025-02-05 09:19:53,1.3965,25.56
2025-02-05 09:19:54,1.333,25.31
2025-02-05 09:19:55,1.3379,25.56
2025-02-05 09:19:56,1.2939,25.31
2025-02-05 09:19:57,1.3086,25.56
2025-02-05 09:19:58,1.3135,25.56
2025-02-05 09:19:59,1.3623,24.06
2025-02-05 09:20:00,1.3818,25.06
2025-02-05 09:20:01,1.3818,25.31
2025-02-05 09:20:02,1.3525,26.06
2025-02-05 09:20:03,1.3135,25.56
2025-02-05 09:20:04,1.3184,25.56
2025-02-05 09:20:05,1.3281,25.56
2025-02-05 09:20:06,1.3184,25.81
2025-02-05 09:20:07,1.3574,25.31
2025-02-05 09:20:08,1.3428,25.81
2025-02-05 09:20:09,1.3574,25.56
2025-02-05 09:20:10,1.5088,25.81
2025-02-05 09:20:11,1.4258,25.56
2025-02-05 09:20:12,1.5039,25.81
2025-02-05 09:20:13,1.499,24.81
2025-02-05 09:20:14,1.4258,25.81
2025-02-05 09:20:15,1.4209,25.31
2025-02-05 09:20:16,1.4648,25.81
2025-02-05 09:20:17,1.4502,25.56
2025-02-05 09:20:18,1.4014,25.56
2025-02-05 09:20:19,1.4111,25.31
2025-02-05 09:20:20,1.4893,25.81
2025-02-05 09:20:21,1.46,25.06
2025-02-05 09:20:22,1.377,25.31
2025-02-05 09:20:23,1.3818,25.31
2025-02-05 09:20:24,1.3916,25.31
2025-02-05 09:20:25,1.3477,25.31
2025-02-05 09:20:26,1.3086,25.56
2025-02-05 09:20:27,1.333,25.56
2025-02-05 09:20:28,1.3281,24.81
2025-02-05 09:20:29,1.3281,25.56
2025-02-05 09:20:30,1.3525,22.56
2025-02-05 09:20:31,1.3574,25.81
2025-02-05 09:20:32,1.3721,24.56
2025-02-05 09:20:33,1.377,25.81
2025-02-05 09:20:34,1.3965,25.56
2025-02-05 09:20:35,1.3721,25.06
2025-02-05 09:20:36,1.3867,25.56
2025-02-05 09:20:37,1.3428,27.06
2025-02-05 09:20:38,1.3672,24.81
2025-02-05 09:20:39,1.3232,25.56
2025-02-05 09:20:40,1.3281,26.06
2025-02-05 09:20:41,1.3184,26.06
2025-02-05 09:20:42,1.3672,26.06
2025-02-05 09:20:43,1.3818,27.06
2025-02-05 09:20:44,1.3428,26.06
2025-02-05 09:20:45,1.3623,26.06
2025-02-05 09:20:46,1.3867,26.31
2025-02-05 09:20:47,1.3477,26.56
2025-02-05 09:20:48,1.3818,25.81
2025-02-05 09:20:49,1.416,26.06
2025-02-05 09:20:50,1.3916,25.56
2025-02-05 09:20:51,1.4404,26.56
2025-02-05 09:20:52,1.4746,26.31
2025-02-05 09:20:53,1.4795,25.06
2025-02-05 09:20:54,1.416,25.81
2025-02-05 09:20:55,1.4502,25.56
2025-02-05 09:20:56,1.4551,25.56
2025-02-05 09:20:57,1.4355,25.81
2025-02-05 09:20:58,1.416,25.56
2025-02-05 09:20:59,1.3965,25.06
2025-02-05 09:21:00,1.4014,25.81
2025-02-05 09:21:01,1.3428,25.06
2025-02-05 09:21:02,1.3574,25.31
2025-02-05 09:21:03,1.3721,25.31
2025-02-05 09:21:04,1.3525,25.56
2025-02-05 09:21:05,1.2939,25.56
2025-02-05 09:21:06,1.3037,25.31
2025-02-05 09:21:07,1.3525,28.06
2025-02-05 09:21:08,1.3672,25.81
2025-02-05 09:21:09,1.3428,25.56
2025-02-05 09:21:10,1.3281,25.31
2025-02-05 09:21:11,1.2646,25.56
2025-02-05 09:21:12,1.2891,25.06
2025-02-05 09:21:13,1.3428,25.56
2025-02-05 09:21:14,1.3818,25.81
2025-02-05 09:21:15,1.4453,26.06
2025-02-05 09:21:16,1.4307,25.81
2025-02-05 09:21:17,1.4648,26.06
2025-02-05 09:21:18,1.4111,25.56
2025-02-05 09:21:19,1.3965,25.56
2025-02-05 09:21:20,1.416,25.81
2025-02-05 09:21:21,1.3965,26.06
2025-02-05 09:21:22,1.46,25.31
2025-02-05 09:21:23,1.4209,25.56
2025-02-05 09:21:24,1.416,25.56
2025-02-05 09:21:25,1.4648,25.56
2025-02-05 09:21:26,1.4648,25.56
2025-02-05 09:21:27,1.4453,25.06
2025-02-05 09:21:28,1.4209,25.31
2025-02-05 09:21:29,1.4014,27.06
2025-02-05 09:21:30,1.3818,25.31
2025-02-05 09:21:31,1.3818,25.56
2025-02-05 09:21:32,1.3867,25.81
2025-02-05 09:21:33,1.3379,24.56
2025-02-05 09:21:34,1.2988,25.56
2025-02-05 09:21:35,1.3525,25.31
2025-02-05 09:21:36,1.4111,25.81
2025-02-05 09:21:37,1.4258,25.56
2025-02-05 09:21:38,1.4014,25.31
2025-02-05 09:21:39,1.4209,26.56
2025-02-05 09:21:40,1.4062,25.56
2025-02-05 09:21:41,1.4258,25.56
2025-02-05 09:21:42,1.416,25.06
2025-02-05 09:21:43,1.3965,25.31
2025-02-05 09:21:44,1.3867,25.81
2025-02-05 09:21:45,1.3281,25.81
2025-02-05 09:21:46,1.3232,25.56
2025-02-05 09:21:47,1.2891,25.81
2025-02-05 09:21:48,1.2598,26.06
2025-02-05 09:21:49,1.2598,25.81
2025-02-05 09:21:50,1.2451,25.81
2025-02-05 09:21:51,1.2598,25.81
2025-02-05 09:21:52,1.3086,26.56
2025-02-05 09:21:53,1.2744,26.31
2025-02-05 09:21:54,1.2744,25.81
2025-02-05 09:21:55,1.3135,26.31
2025-02-05 09:21:56,1.3525,26.06
2025-02-05 09:21:57,1.3574,26.06
2025-02-05 09:21:58,1.3379,26.06
2025-02-05 09:21:59,1.2695,25.81
2025-02-05 09:22:00,1.2402,26.31
2025-02-05 09:22:01,1.2793,26.06
2025-02-05 09:22:02,1.2891,26.06
2025-02-05 09:22:03,1.3721,26.31
2025-02-05 09:22:04,1.3965,26.06
2025-02-05 09:22:05,1.4355,26.06
2025-02-05 09:22:06,1.4648,28.06
2025-02-05 09:22:07,1.4062,26.06
2025-02-05 09:22:08,1.4453,25.81
2025-02-05 09:22:09,1.46,24.56
2025-02-05 09:22:10,1.4697,25.81
2025-02-05 09:22:11,1.4697,25.81
2025-02-05 09:22:12,1.499,26.06
2025-02-05 09:22:13,1.4795,25.81
2025-02-05 09:22:14,1.4746,25.56
2025-02-05 09:22:15,1.4502,27.06
2025-02-05 09:22:16,1.416,25.06
